FRANCE_(2003-2007)_all cancer_registries_IARC_CI5-X																			
Male_rate_	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
55-59__yrs	1.0369E+02	3.1115E+01	1.8258E+01	5.7513E+01	4.4732E+01	3.4006E+01	4.3363E+00	2.4572E+01	1.6980E+02	2.1301E+00	0.0000E+00	0.0000E+00	3.3336E+02	5.3709E+01	4.0244E+01	1.4835E+01	1.1411E+01	9.9659E+00	1.0574E+02
60-64__yrs	1.0178E+02	3.8463E+01	3.1392E+01	9.2355E+01	7.0927E+01	5.6677E+01	6.2142E+00	3.9535E+01	2.4760E+02	3.6428E+00	0.0000E+00	0.0000E+00	6.7595E+02	8.0891E+01	5.8606E+01	1.7464E+01	1.2643E+01	1.5321E+01	1.4078E+02
65-69__yrs	9.7733E+01	4.2230E+01	4.7660E+01	1.2850E+02	1.0208E+02	8.3254E+01	1.0497E+01	5.1280E+01	2.9163E+02	5.1883E+00	0.0000E+00	0.0000E+00	1.0235E+03	1.2367E+02	7.0585E+01	2.1960E+01	1.0015E+01	2.2442E+01	1.7580E+02
70-74__yrs	9.8649E+01	5.6107E+01	6.7961E+01	1.9743E+02	1.2367E+02	1.1459E+02	1.1854E+01	6.2034E+01	3.4112E+02	5.4000E+00	0.0000E+00	0.0000E+00	1.2228E+03	1.7754E+02	8.6532E+01	2.8185E+01	9.2195E+00	3.2268E+01	2.1771E+02
75-79__yrs	8.2536E+01	6.2491E+01	8.6241E+01	2.5990E+02	1.4806E+02	1.2448E+02	2.1055E+01	7.0576E+01	3.9600E+02	7.7482E+00	0.0000E+00	0.0000E+00	1.1895E+03	2.2723E+02	9.9043E+01	2.3918E+01	9.0958E+00	4.5479E+01	2.6243E+02
80-84__yrs	8.0602E+01	6.5408E+01	1.1485E+02	3.2241E+02	1.6352E+02	9.9400E+01	2.3176E+01	7.5451E+01	3.4198E+02	8.4979E+00	0.0000E+00	0.0000E+00	9.9323E+02	2.6833E+02	9.6052E+01	1.9056E+01	4.3777E+00	5.3048E+01	2.9537E+02
>=85___yrs	6.9494E+01	5.6092E+01	1.3204E+02	3.3556E+02	1.8714E+02	7.2969E+01	3.7725E+01	7.6940E+01	2.6209E+02	1.0424E+01	0.0000E+00	0.0000E+00	8.9548E+02	3.2662E+02	8.4386E+01	1.8366E+01	3.9711E+00	6.8998E+01	3.3903E+02
Male_se___	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	1.2993E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.6773E-01	0.0000E+00	7.5013E-02	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0608E-01	3.3547E-01	4.2434E-01	7.5013E-02	7.1950E-01	7.6129E-01
01-04__yrs	1.2993E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.6773E-01	0.0000E+00	7.5013E-02	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0608E-01	3.3547E-01	4.2434E-01	7.5013E-02	7.1950E-01	7.6129E-01
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0822E-01	0.0000E+00	7.6526E-02	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	2.1645E-01	4.0494E-01	0.0000E+00	6.0256E-01	5.0181E-01
10-14__yrs	7.6013E-02	0.0000E+00	0.0000E+00	7.6013E-02	0.0000E+00	7.6013E-02	0.0000E+00	0.0000E+00	7.6013E-02	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.6013E-02	3.3133E-01	1.5203E-01	3.6454E-01	5.1554E-01
15-19__yrs	1.7607E-01	0.0000E+00	1.0165E-01	1.7607E-01	0.0000E+00	7.1880E-02	0.0000E+00	7.1880E-02	1.0165E-01	0.0000E+00	0.0000E+00	0.0000E+00	7.1880E-02	7.1880E-02	7.1880E-02	2.4900E-01	2.9637E-01	5.1332E-01	8.1956E-01
20-24__yrs	2.0181E-01	0.0000E+00	0.0000E+00	1.8878E-01	0.0000E+00	1.4270E-01	0.0000E+00	7.1352E-02	1.2359E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.8878E-01	1.7478E-01	3.6383E-01	3.3467E-01	3.8424E-01	1.1527E+00
25-29__yrs	2.4757E-01	0.0000E+00	1.0556E-01	1.4929E-01	1.9749E-01	2.2394E-01	0.0000E+00	1.0556E-01	2.1113E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.8284E-01	2.6914E-01	4.7210E-01	5.1174E-01	4.0198E-01	1.4416E+00
30-34__yrs	2.5869E-01	9.7776E-02	2.2931E-01	3.2429E-01	2.8506E-01	1.3828E-01	6.9138E-02	1.9555E-01	3.7868E-01	0.0000E+00	0.0000E+00	0.0000E+00	9.7776E-02	1.8292E-01	3.9110E-01	5.1738E-01	4.7900E-01	4.6379E-01	1.5382E+00
35-39__yrs	5.2963E-01	2.1271E-01	3.5592E-01	4.9884E-01	3.6842E-01	2.2309E-01	1.3453E-01	2.6905E-01	6.1280E-01	6.7263E-02	0.0000E+00	0.0000E+00	6.7263E-02	3.0081E-01	5.3389E-01	5.5467E-01	5.4230E-01	4.8969E-01	1.5056E+00
40-44__yrs	9.8848E-01	4.2537E-01	5.1661E-01	6.6920E-01	6.2008E-01	4.0354E-01	1.5039E-01	4.8031E-01	1.1571E+00	1.1649E-01	0.0000E+00	0.0000E+00	3.4948E-01	5.0331E-01	7.4288E-01	5.7857E-01	6.2733E-01	5.2097E-01	1.6128E+00
45-49__yrs	1.8455E+00	8.4222E-01	7.2437E-01	9.7084E-01	9.8327E-01	7.1763E-01	2.5132E-01	6.2732E-01	2.0595E+00	2.4146E-01	0.0000E+00	0.0000E+00	1.0571E+00	9.0613E-01	1.0220E+00	6.7937E-01	6.5757E-01	6.3502E-01	1.9887E+00
50-54__yrs	2.4369E+00	1.3089E+00	9.1875E-01	1.4258E+00	1.3484E+00	1.1039E+00	3.6723E-01	9.3491E-01	2.9173E+00	2.6443E-01	0.0000E+00	0.0000E+00	2.7508E+00	1.3704E+00	1.3704E+00	8.7703E-01	8.2418E-01	7.9957E-01	2.3599E+00
55-59__yrs	2.8086E+00	1.5385E+00	1.1786E+00	2.0917E+00	1.8447E+00	1.6084E+00	5.7436E-01	1.3672E+00	3.5941E+00	4.0255E-01	0.0000E+00	0.0000E+00	5.0359E+00	2.0214E+00	1.7497E+00	1.0623E+00	9.3173E-01	8.7072E-01	2.8363E+00
60-64__yrs	3.3023E+00	2.0300E+00	1.8340E+00	3.1456E+00	2.7567E+00	2.4642E+00	8.1596E-01	2.0581E+00	5.1506E+00	6.2473E-01	0.0000E+00	0.0000E+00	8.5101E+00	2.9439E+00	2.5058E+00	1.3679E+00	1.1638E+00	1.2812E+00	3.8838E+00
65-69__yrs	3.4340E+00	2.2573E+00	2.3980E+00	3.9376E+00	3.5095E+00	3.1694E+00	1.1254E+00	2.4874E+00	5.9319E+00	7.9121E-01	0.0000E+00	0.0000E+00	1.1113E+01	3.8629E+00	2.9183E+00	1.6278E+00	1.0992E+00	1.6456E+00	4.6056E+00
70-74__yrs	3.6045E+00	2.7184E+00	2.9918E+00	5.0993E+00	4.0359E+00	3.8848E+00	1.2495E+00	2.8584E+00	6.7028E+00	8.4334E-01	0.0000E+00	0.0000E+00	1.2690E+01	4.8356E+00	3.3759E+00	1.9267E+00	1.1019E+00	2.0615E+00	5.3548E+00
75-79__yrs	3.7286E+00	3.2444E+00	3.8114E+00	6.6165E+00	4.9939E+00	4.5790E+00	1.8832E+00	3.4479E+00	8.1672E+00	1.1424E+00	0.0000E+00	0.0000E+00	1.4155E+01	6.1866E+00	4.0845E+00	2.0072E+00	1.2378E+00	2.7678E+00	6.6486E+00
80-84__yrs	4.5559E+00	4.1041E+00	5.4383E+00	9.1117E+00	6.4891E+00	5.0593E+00	2.4430E+00	4.4079E+00	9.3842E+00	1.4793E+00	0.0000E+00	0.0000E+00	1.5993E+01	8.3125E+00	4.9734E+00	2.2152E+00	1.0618E+00	3.6960E+00	8.7213E+00
>=85___yrs	5.8733E+00	5.2767E+00	8.0958E+00	1.2906E+01	9.6381E+00	6.0184E+00	4.3274E+00	6.1800E+00	1.1406E+01	2.2747E+00	0.0000E+00	0.0000E+00	2.1083E+01	1.2733E+01	6.4721E+00	3.0194E+00	1.4040E+00	5.8523E+00	1.2973E+01
Fem_rate__	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	3.9292E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.8585E-02	1.8075E+00	2.0432E+00	1.5717E-01	6.3654E+00	7.1512E+00
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	3.9292E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.8585E-02	1.8075E+00	2.0432E+00	1.5717E-01	6.3654E+00	7.1512E+00
05-09__yrs	1.6063E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.0313E-02	8.0313E-02	0.0000E+00	0.0000E+00	8.0313E-02	0.0000E+00	0.0000E+00	5.6219E-01	1.5260E+00	3.2125E-01	3.8550E+00	2.0078E+00
10-14__yrs	7.9763E-02	0.0000E+00	0.0000E+00	0.0000E+00	7.9763E-02	7.9763E-02	0.0000E+00	7.9763E-02	0.0000E+00	0.0000E+00	0.0000E+00	4.7858E-01	0.0000E+00	7.9763E-02	7.9763E-02	1.4357E+00	9.5716E-01	1.6750E+00	3.5893E+00
15-19__yrs	4.4557E-01	0.0000E+00	7.4261E-02	6.6835E-01	0.0000E+00	2.9705E-01	0.0000E+00	7.4261E-02	1.4852E-01	0.0000E+00	0.0000E+00	1.4110E+00	0.0000E+00	7.4261E-02	3.7131E-01	8.1688E-01	2.5991E+00	2.0793E+00	4.9013E+00
20-24__yrs	2.9171E-01	0.0000E+00	7.2929E-02	7.2929E-01	0.0000E+00	0.0000E+00	0.0000E+00	2.1879E-01	3.6464E-01	1.4586E+00	5.8343E-01	1.8961E+00	0.0000E+00	7.2929E-02	1.4586E-01	1.6774E+00	5.1050E+00	2.0420E+00	8.6056E+00
25-29__yrs	3.7835E-01	7.5670E-02	3.7835E-01	1.3621E+00	3.0268E-01	2.2701E-01	7.5670E-02	3.7835E-01	5.2969E-01	9.0804E+00	3.2538E+00	1.9674E+00	0.0000E+00	1.5134E-01	1.1351E+00	2.3458E+00	1.0670E+01	1.8918E+00	1.1805E+01
30-34__yrs	1.1902E+00	1.4002E-01	9.1014E-01	1.8203E+00	1.1902E+00	7.0011E-02	7.0011E-02	2.8004E-01	1.3302E+00	2.9265E+01	1.1062E+01	2.8704E+00	0.0000E+00	4.9008E-01	1.1902E+00	2.2403E+00	1.7013E+01	2.0303E+00	1.7503E+01
35-39__yrs	2.0971E+00	1.3530E-01	1.3530E+00	3.5178E+00	2.3677E+00	5.4120E-01	6.7649E-02	1.0147E+00	4.6002E+00	7.1573E+01	1.6777E+01	3.2472E+00	0.0000E+00	7.4414E-01	2.0295E+00	3.9913E+00	1.9280E+01	3.4501E+00	2.1918E+01
40-44__yrs	3.3931E+00	7.9838E-01	2.9274E+00	6.5867E+00	4.9899E+00	8.6491E-01	2.6613E-01	2.2621E+00	1.2109E+01	1.4617E+02	2.3552E+01	7.3185E+00	0.0000E+00	7.9838E-01	3.6593E+00	4.1915E+00	2.0691E+01	2.7278E+00	2.9806E+01
45-49__yrs	1.0255E+01	1.4942E+00	3.5317E+00	1.2836E+01	1.1138E+01	1.7658E+00	1.2225E+00	3.1921E+00	2.6012E+01	2.2963E+02	2.7506E+01	1.4738E+01	0.0000E+00	2.6487E+00	6.9954E+00	3.6675E+00	2.3499E+01	4.2108E+00	3.8984E+01
50-54__yrs	1.3983E+01	3.5303E+00	4.4994E+00	2.2774E+01	1.8621E+01	2.5612E+00	2.4228E+00	6.5761E+00	3.4265E+01	2.8388E+02	3.3573E+01	1.9174E+01	0.0000E+00	4.5686E+00	1.0937E+01	6.6453E+00	2.5750E+01	4.6379E+00	4.5548E+01
55-59__yrs	1.6719E+01	3.9737E+00	6.4478E+00	3.6513E+01	2.7141E+01	4.7234E+00	2.6241E+00	1.2746E+01	4.3485E+01	3.1534E+02	5.8555E+01	3.1040E+01	0.0000E+00	7.4975E+00	1.5970E+01	9.5218E+00	3.1939E+01	6.8977E+00	6.2004E+01
60-64__yrs	2.0158E+01	6.5822E+00	8.5363E+00	5.4714E+01	4.0110E+01	8.5363E+00	5.3480E+00	2.1701E+01	5.1321E+01	3.9010E+02	7.1993E+01	3.5791E+01	0.0000E+00	1.0593E+01	2.1084E+01	1.3370E+01	3.2191E+01	8.3306E+00	7.9089E+01
65-69__yrs	1.6234E+01	7.0956E+00	1.5374E+01	7.4826E+01	4.4079E+01	1.1503E+01	6.2355E+00	2.8705E+01	5.3324E+01	3.9499E+02	8.6867E+01	3.7628E+01	0.0000E+00	1.8922E+01	2.6985E+01	1.3439E+01	2.2039E+01	1.1826E+01	8.5792E+01
70-74__yrs	1.6633E+01	7.4742E+00	2.1159E+01	1.0717E+02	5.4530E+01	1.7685E+01	1.2106E+01	3.9792E+01	6.1267E+01	3.8697E+02	9.4322E+01	4.3687E+01	0.0000E+00	2.4423E+01	3.4739E+01	1.6633E+01	1.8001E+01	1.5264E+01	1.0801E+02
75-79__yrs	1.6811E+01	9.6719E+00	2.9016E+01	1.4174E+02	7.4267E+01	2.3374E+01	2.0956E+01	4.9166E+01	7.3691E+01	3.0536E+02	8.5781E+01	4.5251E+01	0.0000E+00	3.5809E+01	4.2487E+01	1.4853E+01	1.6580E+01	2.1416E+01	1.4370E+02
80-84__yrs	1.6696E+01	1.0308E+01	4.8199E+01	1.9962E+02	9.0156E+01	2.2503E+01	2.2067E+01	6.1265E+01	6.5766E+01	3.1518E+02	8.0865E+01	4.5005E+01	0.0000E+00	4.8199E+01	3.9343E+01	1.3792E+01	8.4204E+00	2.3809E+01	1.6449E+02
>=85___yrs	2.2961E+01	1.3362E+01	6.1542E+01	2.4372E+02	9.0526E+01	1.8632E+01	3.2559E+01	6.9635E+01	4.6674E+01	2.9021E+02	6.0413E+01	3.2559E+01	0.0000E+00	6.2860E+01	2.8795E+01	1.1292E+01	5.8343E+00	3.0865E+01	2.0985E+02
Fem_se____	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7572E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.8585E-02	3.7688E-01	4.0071E-01	1.1114E-01	7.0726E-01	7.4965E-01
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7572E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.8585E-02	3.7688E-01	4.0071E-01	1.1114E-01	7.0726E-01	7.4965E-01
05-09__yrs	1.1358E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.0313E-02	8.0313E-02	0.0000E+00	0.0000E+00	8.0313E-02	0.0000E+00	0.0000E+00	2.1249E-01	3.5008E-01	1.6063E-01	5.5643E-01	4.0157E-01
10-14__yrs	7.9763E-02	0.0000E+00	0.0000E+00	0.0000E+00	7.9763E-02	7.9763E-02	0.0000E+00	7.9763E-02	0.0000E+00	0.0000E+00	0.0000E+00	1.9538E-01	0.0000E+00	7.9763E-02	7.9763E-02	3.3841E-01	2.7631E-01	3.6552E-01	5.3507E-01
15-19__yrs	1.8190E-01	0.0000E+00	7.4261E-02	2.2278E-01	0.0000E+00	1.4852E-01	0.0000E+00	7.4261E-02	1.0502E-01	0.0000E+00	0.0000E+00	3.2370E-01	0.0000E+00	7.4261E-02	1.6605E-01	2.4630E-01	4.3934E-01	3.9295E-01	6.0330E-01
20-24__yrs	1.4586E-01	0.0000E+00	7.2929E-02	2.3062E-01	0.0000E+00	0.0000E+00	0.0000E+00	1.2632E-01	1.6307E-01	3.2615E-01	2.0627E-01	3.7186E-01	0.0000E+00	7.2929E-02	1.0314E-01	3.4975E-01	6.1017E-01	3.8590E-01	7.9221E-01
25-29__yrs	1.6920E-01	7.5670E-02	1.6920E-01	3.2104E-01	1.5134E-01	1.3106E-01	7.5670E-02	1.6920E-01	2.0020E-01	8.2893E-01	4.9620E-01	3.8584E-01	0.0000E+00	1.0701E-01	2.9307E-01	4.2131E-01	8.9853E-01	3.7835E-01	9.4512E-01
30-34__yrs	2.8866E-01	9.9010E-02	2.5243E-01	3.5699E-01	2.8866E-01	7.0011E-02	7.0011E-02	1.4002E-01	3.0517E-01	1.4314E+00	8.8002E-01	4.4829E-01	0.0000E+00	1.8523E-01	2.8866E-01	3.9604E-01	1.0914E+00	3.7702E-01	1.1070E+00
35-39__yrs	3.7666E-01	9.5671E-02	3.0254E-01	4.8783E-01	4.0022E-01	1.9134E-01	6.7649E-02	2.6200E-01	5.5785E-01	2.2004E+00	1.0653E+00	4.6869E-01	0.0000E+00	2.2437E-01	3.7053E-01	5.1962E-01	1.1421E+00	4.8311E-01	1.2177E+00
40-44__yrs	4.7513E-01	2.3047E-01	4.4132E-01	6.6198E-01	5.7618E-01	2.3988E-01	1.3306E-01	3.8794E-01	8.9756E-01	3.1185E+00	1.2518E+00	6.9779E-01	0.0000E+00	2.3047E-01	4.9341E-01	5.2808E-01	1.1733E+00	4.2601E-01	1.4082E+00
45-49__yrs	8.3457E-01	3.1856E-01	4.8975E-01	9.3370E-01	8.6976E-01	3.4631E-01	2.8815E-01	4.6561E-01	1.3292E+00	3.9491E+00	1.3668E+00	1.0005E+00	0.0000E+00	4.2414E-01	6.8928E-01	4.9908E-01	1.2633E+00	5.3478E-01	1.6272E+00
50-54__yrs	9.8382E-01	4.9434E-01	5.5808E-01	1.2556E+00	1.1353E+00	4.2106E-01	4.0952E-01	6.7469E-01	1.5401E+00	4.4329E+00	1.5244E+00	1.1521E+00	0.0000E+00	5.6236E-01	8.7010E-01	6.7823E-01	1.3351E+00	5.6660E-01	1.7756E+00
55-59__yrs	1.1196E+00	5.4582E-01	6.9529E-01	1.6546E+00	1.4265E+00	5.9509E-01	4.4356E-01	9.7755E-01	1.8056E+00	4.8624E+00	2.0953E+00	1.5255E+00	0.0000E+00	7.4975E-01	1.0942E+00	8.4492E-01	1.5475E+00	7.1913E-01	2.1561E+00
60-64__yrs	1.4399E+00	8.2277E-01	9.3698E-01	2.3722E+00	2.0311E+00	9.3698E-01	7.4164E-01	1.4939E+00	2.2974E+00	6.3341E+00	2.7211E+00	1.9186E+00	0.0000E+00	1.0438E+00	1.4725E+00	1.1726E+00	1.8195E+00	9.2562E-01	2.8520E+00
65-69__yrs	1.3211E+00	8.7340E-01	1.2856E+00	2.8363E+00	2.1769E+00	1.1121E+00	8.1876E-01	1.7567E+00	2.3943E+00	6.5165E+00	3.0560E+00	2.0113E+00	0.0000E+00	1.4263E+00	1.7033E+00	1.2020E+00	1.5393E+00	1.1276E+00	3.0370E+00
70-74__yrs	1.3232E+00	8.8702E-01	1.4925E+00	3.3588E+00	2.3959E+00	1.3645E+00	1.1289E+00	2.0467E+00	2.5396E+00	6.3825E+00	3.1511E+00	2.1445E+00	0.0000E+00	1.6034E+00	1.9123E+00	1.3232E+00	1.3766E+00	1.2676E+00	3.3719E+00
75-79__yrs	1.3913E+00	1.0553E+00	1.8278E+00	4.0398E+00	2.9242E+00	1.6405E+00	1.5534E+00	2.3793E+00	2.9129E+00	5.9295E+00	3.1428E+00	2.2826E+00	0.0000E+00	2.0306E+00	2.2118E+00	1.3078E+00	1.3817E+00	1.5703E+00	4.0676E+00
80-84__yrs	1.5569E+00	1.2233E+00	2.6453E+00	5.3834E+00	3.6178E+00	1.8075E+00	1.7899E+00	2.9824E+00	3.0900E+00	6.7645E+00	3.4263E+00	2.5561E+00	0.0000E+00	2.6453E+00	2.3899E+00	1.4150E+00	1.1056E+00	1.8592E+00	4.8867E+00
>=85___yrs	2.0788E+00	1.5858E+00	3.4033E+00	6.7727E+00	4.1276E+00	1.8726E+00	2.4754E+00	3.6202E+00	2.9638E+00	7.3904E+00	3.3719E+00	2.4754E+00	0.0000E+00	3.4395E+00	2.3279E+00	1.4578E+00	1.0479E+00	2.4102E+00	6.2844E+00
